Index,gameid&date,TeamIDsDate,Unnamed: 3,gameid,officials_ref,officials_ump,officials_lj,officials_line,officials_bj,officials_fj,officials_sj,officials_cj,officials_alt,homeid,homename,visid,visname,date,location,stadium,start_time,end_time,duration,attend,temp,wind,weather,postseason,leaguegame,neutralgame,nightgame,score_home,record_home,rank_home,penalties_no_home,penalties_yds_home,fumbles_no_home,fumbles_lost_home,rush_att_home,rush_yds_home,rush_gain_home,rush_loss_home,rush_td_home,rush_long_home,pass_comp_home,pass_att_home,pass_int_home,pass_yds_home,pass_td_home,pass_long_home,pass_sacks_home,pass_sackyds_home,score_vis,record_vis,rank_vis,penalties_no_vis,penalties_yds_vis,fumbles_no_vis,fumbles_lost_vis,rush_att_vis,rush_yds_vis,rush_gain_vis,rush_loss_vis,rush_td_vis,rush_long_vis,pass_comp_vis,pass_att_vis,pass_int_vis,pass_yds_vis,pass_td_vis,pass_long_vis,pass_sacks_vis,pass_sackyds_vis,Matchup,MatchupTeam1,MatchupTeam2,HomeWeightedRank,VisitorWeightedRank,MatchupWeightedRank,SEC EAST,SEC West,SEC INTERDIVISIONAL,Matchup_Full_TeamNames,Rank Home - Missing Data List,Rank Vis - Missing Data list,weatherb,Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network
450,09-26-2015LS03,LSU@SU09-26-2015,396,LS03,Tom Ritter,Stan Weihe,Tim Beard,Gary Jayroe,Dax Hill,J. Taylor,A. Jeffries,James Carter,James Carter,SU,Syracuse,LSU,LSU,2015-09-26,"Syracuse, N.Y.",Carrier Dome,12:01 PM,3:44,3:43,43101,0,,,0,character(0),0,character(0),24,1-Mar,character(0),4,36,1,0,32,127,141,14,0,20,16,38,1,154,3,40,1,8,34,Mar-00,8,14,120,1,0,42,268,311,43,2,62,8,16,0,157,1,51,2,21,LSU-SU,LSU,SU,50,8,58,0,0,0,LSU vs Syracuse,character(0),8,0,9/26/15,LSU @ Syracuse,LSU-Syracuse09-26-2015,LSU,Syracuse,LSU,SU,2.1,3203791.0,ESPN
452,09-26-2015AU04,MS@AU09-26-2015,398,AU04,John McDaid,Tom Quick,David Oliver,Johnny Crawford,John Wright,P. Davenport,Chris Conley,Brian Davis,Brian Davis,AU,Auburn,MS,Mississippi State,2015-09-26,"Auburn, AL",Jordan-Hare,6:36 PM,9:43,3:07,87451,73,E 4 mph,Mostly Sunny,0,Y,0,Y,9,2-Feb,character(0),6,40,3,0,50,201,262,61,0,31,20,28,1,188,0,22,4,37,17,1-Mar,character(0),4,30,1,1,21,56,69,13,0,14,29,41,0,270,2,32,0,0,AU-MS,AU,MS,50,50,100,0,WEST,0,Auburn vs Mississippi State,character(0),character(0),0,9/26/15,Mississippi St @ Auburn,Mississippi State-Auburn09-26-2015,Mississippi State,Auburn,MS,AU,1.2,2164012.0,ESPN2
454,09-26-2015TAMU_04,TAMU@AR09-26-2015,400,TAMU_04,Hubert Owens,Russ Pulley,Chuck Rice,Chad Green,Grantis Bell,Greg Thomas,Chad Hill,Mickey Bryson,Mickey Bryson,AR,Arkansas,TAMU,Texas A&M,2015-09-26,"Arlington, Texas",AT&T Stadium,6:06 PM,9:25 PM,3:19,67339,0,,,0,Y,0,Y,21,3-Jan,character(0),11,93,1,1,42,232,241,9,2,19,20,25,1,225,1,38,2,13,28,Apr-00,14,7,52,0,0,20,65,88,23,1,17,21,28,0,358,2,63,2,13,AR-TAMU,AR,TAMU,50,14,64,0,WEST,0,Arkansas vs Texas A&M,character(0),14,0,9/26/15,Texas A&M @ Arkansas,Texas A&M-Arkansas09-26-2015,Texas A&M,Arkansas,TAMU,AR,1.9,3112392.0,ESPN
455,09-26-2015UF-UT,TENN@UF09-26-2015,401,UF-UT,David Smith,Jeff Roberson,Paul Petrisko,G A Gus Morris,Roy A Potts,Andy Britton,Michael William,Chad Lorance,Chad Lorance,UF,Florida,TENN,Tennessee,2015-09-26,"Gainesville, Fla.",Ben Hill Griffin,3:40pm,7:26,3:46,90527,87,ESE 5,"Sunny, 62% humidity",0,Y,0,character(0),28,Apr-00,character(0),4,25,0,0,28,109,128,19,2,47,23,43,1,283,2,63,3,16,27,2-Feb,character(0),4,25,3,1,51,254,294,40,2,62,12,19,0,165,1,58,3,22,TENN-UF,TENN,UF,50,50,100,EAST,0,0,Tennessee vs Florida,character(0),character(0),0,9/26/15,Tennessee @ Florida,Tennessee-Florida09-26-2015,Tennessee,Florida,TENN,UF,2.9,4640000.0,CBS
456,09-26-2015FUCFSC,UCF@SCAR09-26-2015,402,FUCFSC,Michael Roche,R. Feeney III,Tod Reese,Jon Stabile,James E. Downey,Bruce Williams,Ben Vasconcells,A. Calabrese,A. Calabrese,SCAR,South Carolina,UCF,Central Florida (UCF),2015-09-26,"Columbia, S.C.",Williams-Brice Stad.,12:01 PM,3:12 PM,3:11,78411,72,NE 9 mph,Cloudy,0,character(0),0,character(0),31,2-Feb,character(0),2,20,1,1,43,216,243,27,1,29,12,25,0,184,2,35,1,9,14,0-4,character(0),5,31,0,0,23,26,49,23,1,7,23,38,2,204,1,30,2,19,SCAR-UCF,SCAR,UCF,50,50,100,0,0,0,South Carolina vs Central Florida (UCF),character(0),character(0),0,9/26/15,UCF @ S. Carolina,UCF-South Carolina09-26-2015,UCF,South Carolina,UCF,SCAR,0.3,379727.0,ESPNU
458,09-26-2015GM04_VAN,VANDY@OM09-26-2015,404,GM04_VAN,Matt Austin,Brent Sowell,Michael Shirey,Tim Sistrunk,Jimmy Russell,Bobby Ables,Bobby Moreau,Steve Marlowe,Steve Marlowe,OM,Mississippi (Ole Miss),VANDY,Vanderbilt,2015-09-26,"Oxford, Miss.",Vaught-Hemingway,6:09 PM,9:46 PM,3:37,60654,73,,Cloudy,0,Y,0,Y,27,Apr-00,3,11,119,1,0,42,151,187,36,2,24,24,42,2,321,1,32,3,21,16,3-Jan,character(0),8,43,0,0,43,128,140,12,0,43,23,42,0,194,1,17,0,0,OM-VANDY,OM,VANDY,3,50,53,0,0,INTER,Mississippi (Ole Miss) vs Vanderbilt,3,character(0),0,9/26/15,Vanderbilt @ Ole Miss,Vanderbilt-Mississippi (Ole Miss)09-26-2015,Vanderbilt,Mississippi (Ole Miss),VANDY,OM,0.3,498988.0,ESPNU
460,09-19-2015LS02,AU@LSU09-19-2015,387,LS02,Matt Loeffler,Brent Sowell,Paul Petrisko,GA Gus Morris,Tony Josselyn,Bobby Ables,Rob Skelton,Chris Snead,Chris Snead,LSU,LSU,AU,Auburn,2015-09-19,"Baton Rouge, La.",Tiger Stadium,2:39 PM,5:52 PM,3:13,102321,91,8 NW,Partly Cloudy,0,Y,0,character(0),45,Feb-00,13,5,43,0,0,48,411,417,6,5,71,12,17,0,74,1,14,0,0,21,1-Feb,18,4,26,2,1,37,160,215,55,1,65,11,19,1,100,2,20,5,24,AU-LSU,AU,LSU,13,18,31,0,WEST,0,Auburn vs LSU,13,18,0,9/19/15,Auburn @ LSU,Auburn-LSU09-19-2015,Auburn,LSU,AU,LSU,2.6,4228000.0,CBS
464,09-19-201503OM-UA,OM@UA09-19-2015,391,03OM-UA,Tom Ritter,Stan Weihe,Tim Beard,Johnny Crawford,Dax Hill,J. Taylor,A. Jeffries,Chris Garner,Chris Garner,UA,Alabama,OM,Mississippi (Ole Miss),2015-09-19,"Tuscaloosa, Ala.",Bryant-Denny Stadium,8:21 PM,12:26 PM,4:05,101821,75,NNE@1mph,Clear skies,0,Y,0,Y,37,1-Feb,2,4,36,2,2,42,215,230,15,2,31,32,58,3,288,3,30,1,8,43,Mar-00,15,8,57,1,0,32,92,112,20,2,18,18,33,0,341,3,73,2,12,OM-UA,OM,UA,2,15,17,0,WEST,0,Mississippi (Ole Miss) vs Alabama,2,15,0,9/19/15,Ole Miss @ Alabama,Mississippi (Ole Miss)-Alabama09-19-2015,Mississippi (Ole Miss),Alabama,OM,UA,4.6,7604858.0,ESPN
465,09-19-2015UGA1503,SCAR@UGA09-19-2015,392,UGA1503,Matt Austin,Rodney Lawary,Michael Taylor,Tim Sistrunk,Jimmy Russell,Blake Parks,Bobby Moreau,Steve Marlowe,Steve Marlowe,UGA,Georgia,SCAR,South Carolina,2015-09-19,"Athens, Ga.",Sanford Stadium,6:01,9:22,3:21,92746,84,NW 7 mph,Clear,0,Y,0,Y,52,Mar-00,7,7,74,2,1,38,246,253,7,4,31,24,25,0,330,3,28,0,0,20,2-Jan,character(0),4,40,2,0,39,174,181,7,2,17,10,22,1,84,0,15,1,6,SCAR-UGA,SCAR,UGA,7,50,57,EAST,0,0,South Carolina vs Georgia,7,character(0),0,9/19/15,S. Carolina @ Georiga,South Carolina-Georgia09-19-2015,South Carolina,Georgia,SCAR,UGA,1.9,3188941.0,ESPN
466,09-19-2015TTU-ARK,TTU@AR09-19-2015,393,TTU-ARK,Mike Defee,Robert Richeson,Quentin Givens,Al Green,Terry Jones,Joe Blubaugh,Lo van Pham,Mike Cuttone,Mike Cuttone,AR,Arkansas,TTU,Texas Tech,2015-09-19,"Fayetteville, Ark.",DWRRS,6:05 PM,9:14 PM,3:09,73334,74,ENE 6mph,scattered clouds,0,character(0),0,Y,24,2-Jan,character(0),5,43,1,1,43,228,233,5,1,26,16,21,1,196,2,34,0,0,35,Mar-00,character(0),4,31,0,0,27,171,180,9,3,38,27,31,2,315,2,72,0,0,AR-TTU,AR,TTU,50,50,100,0,0,0,Arkansas vs Texas Tech,character(0),character(0),0,9/19/15,Texas Tech @ Arkansas,Texas Tech-Arkansas09-19-2015,Texas Tech,Arkansas,TTU,AR,1.0,1914404.0,ESPN2
467,09-19-2015FCONNMO,UCONN@MIZZU09-19-2015,394,FCONNMO,Tracy Jones,Nick Pergine,Lance Thompson,Daniel Shelton,Victor Firth,Jim Smith,Ryan Robinson,Mark Mobra,Mark Mobra,MIZZU,Missouri,UCONN,Connecticut,2015-09-19,"Columbia, Mo.",Memorial Stadium,11:01,2:04,3:03,70079,63,N: 10-15,Sunny,0,character(0),0,character(0),9,Mar-00,20,3,30,2,1,34,85,106,21,1,13,20,31,1,185,0,51,1,2,6,1-Feb,character(0),8,85,3,1,33,77,108,31,1,14,17,28,1,156,0,29,3,11,MIZZU-UCONN,MIZZU,UCONN,20,50,70,0,0,0,Missouri vs Connecticut,20,character(0),0,9/19/15,Connecticut @ Missouri,Connecticut-Missouri09-19-2015,Connecticut,Missouri,UCONN,MIZZU,1.3,1902662.0,ESPN
468,09-19-2015UT0919,WCU@TENN09-19-2015,395,UT0919,Hubert Owens,Russ Pulley,Chuck Rice,Chad Green,Michael Watson,Greg Thomas,Chad Hill,Walt Hill,Walt Hill,TENN,Tennessee,WCU,Western Carolina,2015-09-19,"Knoxville, Tenn.",Neyland Stadium,7:07 PM,10:10 PM,3:30,102136,81,SW 3 mph,Partly Cloudy,0,character(0),0,Y,55,1-Feb,character(0),3,15,0,0,49,210,236,26,2,13,21,29,0,237,3,49,2,16,10,2-Jan,character(0),4,42,4,2,33,189,204,15,1,64,11,22,1,90,0,16,0,0,TENN-WCU,TENN,WCU,50,50,100,0,0,0,Tennessee vs Western Carolina,character(0),character(0),0,9/19/15,West. Carolina @ Tenn,Western Carolina-Tennessee09-19-2015,Western Carolina,Tennessee,WCU,TENN,0.4,843735.0,ESPNU
469,09-12-2015AM02,BALL@TAMU09-12-2015,375,AM02,Tom Ritter,F. Wittenberg,Walter Flowers,Chris Barney,Kevin Mitchell,Glen Fuckik,Mike Boshers,Sebrina Brunson,Sebrina Brunson,TAMU,Texas A&M,BALL,Ball State,2015-09-12,"College Station, TX",Kyle Field,6:02 PM,9:21 PM,3:19,104213,89,E/NE 15,Sunny,0,character(0),0,Y,56,Feb-00,16,7,79,3,1,49,270,300,30,3,42,21,29,0,233,4,28,4,25,23,1-Jan,character(0),3,15,0,0,38,240,252,12,2,47,12,27,1,121,0,45,1,6,BALL-TAMU,BALL,TAMU,16,50,66,0,0,0,Ball State vs Texas A&M,16,character(0),0,9/12/15,Ball State @ Texas A&M,Ball State-Texas A&M09-12-2015,Ball State,Texas A&M,BALL,TAMU,0.2,419912.0,ESPNU
470,09-12-2015FECUFLA,ECU@UF09-12-2015,376,FECUFLA,Matt Austin,Rodney Lawary,Michael Taylor,Tim Sistrunk,Jimmy Russell,Blake Parks,Bobby Moreau,replay-B.Oldham,replay-B.Oldham,UF,Florida,ECU,East Carolina,2015-09-12,"Gainesville, FL",Ben Hill Griffin,7:10 PM,10:46 PM,3:36,88034,75,SSW 5,Overcast,0,character(0),0,Y,31,Feb-00,character(0),12,105,1,1,38,168,196,28,1,22,15,25,1,205,2,34,2,13,24,1-Jan,character(0),9,65,3,2,22,-13,39,52,0,8,37,58,1,346,3,31,3,22,ECU-UF,ECU,UF,50,50,100,0,0,0,East Carolina vs Florida,character(0),character(0),0,9/12/15,East Carolina @ Florida,East Carolina-Florida09-12-2015,East Carolina,Florida,ECU,UF,0.7,1045991.0,ESPN2
471,09-12-2015FS-MIS15,FRESNO@OM09-12-2015,377,FS-MIS15,John McDaid,Tom Quick,Paul Petrisko,Gary Jayroe,John Wright,Phil Davenport,Chris Conley,character(0),character(0),OM,Mississippi (Ole Miss),FRESNO,Fresno State,2015-09-12,"Oxford, Miss.",Vaught-Hemingway,2:36 PM,5:47 PM,3:11,60302,73,5 mph nw,partly cloudy,0,character(0),0,character(0),73,Feb-00,14,5,58,4,2,35,215,224,9,4,43,26,37,1,392,4,50,1,8,21,1-Jan,character(0),6,45,3,1,52,163,195,32,0,21,15,24,3,153,2,37,1,15,FRESNO-OM,FRESNO,OM,14,50,64,0,0,0,Fresno State vs Mississippi (Ole Miss),14,character(0),0,9/12/15,Fresno St @ Ole Miss,Fresno State-Mississippi (Ole Miss)09-12-2015,Fresno State,Mississippi (Ole Miss),FRESNO,OM,0.4,629579.0,ESPN2
472,09-12-2015150912VU,UGA@VANDY09-12-2015,378,150912VU,David Smith,Jeff Roberson,David Oliver,Randall Kizer,Roy A. Potts,Andy Britton,Mike Sweatman,Chad Lorance,Chad Lorance,VANDY,Vanderbilt,UGA,Georgia,2015-09-12,"Nashville, Tenn.",Vanderbilt Stadium,2:39 PM,6:21,3:42,37185,71,NW12,PARTLY CLOUDY,0,Y,0,character(0),14,0-2,character(0),4,20,1,0,39,105,134,29,0,24,24,50,3,295,1,44,3,21,31,Feb-00,10,10,92,1,0,41,281,292,11,2,68,13,25,0,141,0,19,1,5,UGA-VANDY,UGA,VANDY,50,10,60,EAST,0,0,Georgia vs Vanderbilt,character(0),10,0,9/12/15,Georgia @ Vanderbilt,Georgia-Vanderbilt09-12-2015,Georgia,Vanderbilt,UGA,VANDY,1.7,2571000.0,CBS
475,09-12-2015MS0912,LSU@MS09-12-2015,381,MS0912,Hubert Owens,Russ Pulley,Chuck Rice,Chad Green,Dax Hill,Craig Thomas,Chad Hill,character(0),character(0),MS,Mississippi State,LSU,LSU,2015-09-12,"Starkville, Miss.",Davis Wade Stadium,8:20 PM,11:50 PM,3:30,62531,64,NW 5 MPH,Clear Skies,0,Y,0,Y,19,1-Jan,25,5,45,0,0,26,43,76,33,1,11,34,54,0,335,1,33,3,28,21,Jan-00,14,9,95,0,0,47,266,283,17,3,26,9,14,0,71,0,23,1,5,LSU-MS,LSU,MS,25,14,39,0,WEST,0,LSU vs Mississippi State,25,14,0,9/12/15,LSU @ Miss State,LSU-Mississippi State09-12-2015,LSU,Mississippi State,LSU,MS,1.9,3121067.0,ESPN
478,09-12-2015UT0912,OU@TENN09-12-2015,384,UT0912,Mike Defee,Robert Richeson,Quentin Givens,Al Green,Terry Jones,Joe Blubaugh,Lo van Pham,Mike Cuttone,Mike Cuttone,TENN,Tennessee,OU,Oklahoma,2015-09-12,"Knoxville, Tenn.",Neyland Stadium,6:01 PM,9:57 PM,3:56,102455,72,NW 8 mph,Partly Cloudy,0,character(0),0,Y,24,1-Jan,23,10,80,2,0,45,129,186,57,2,31,13,31,1,125,1,20,3,30,31,Feb-00,19,9,67,1,0,48,161,175,14,1,16,19,39,2,187,3,29,2,3,OU-TENN,OU,TENN,23,19,42,0,0,0,Oklahoma vs Tennessee,23,19,0,9/12/15,Oklahoma @ Tennessee,Oklahoma-Tennessee09-12-2015,Oklahoma,Tennessee,OU,TENN,2.4,4129111.0,ESPN
480,09-05-2015ASUTAMU,AZSTU@TAMU09-05-2015,364,ASUTAMU,Reggie Smith,Joel Bellinger,Mark Stewart,Mole Moeller,Lyndon Nixon,Matt Mills,Tim Murray,Dan Scalan,Dan Scalan,TAMU,Texas A&M,AZSTU,Arizona State,2015-09-05,"Houston, Texas",NRG Stadium,6:00 PM,9:53 PM,3:53,66308,0,,,0,character(0),1,character(0),38,Jan-00,character(0),5,50,2,1,45,178,210,32,2,26,19,35,2,247,2,66,3,22,17,0-1,15,6,45,5,2,41,92,159,67,1,19,25,41,0,199,1,33,9,49,AZSTU-TAMU,AZSTU,TAMU,50,15,65,0,0,0,Arizona State vs Texas A&M,character(0),15,0,9/5/15,Arizona State @ Texas A&M,Arizona State-Texas A&M09-05-2015,Arizona State,Texas A&M,AZSTU,TAMU,1.4,2470566.0,ESPN
482,09-05-2015090515UK,ULLAF@UK09-05-2015,366,090515UK,Matt Austin,Rodney Lawary,Michael Taylor,Tim Sistrunk,Blake Parks,Bobby Moreau,Jimmy Russell,David Ward,David Ward,UK,Kentucky,ULLAF,Louisiana at Lafayette,2015-09-05,"Lexington, Ky.",The New CWS,7:02pm,10:55pm,3:32,62933,88,6mph ENE,"Hot, Mostly Sunny",0,character(0),0,Y,40,Jan-00,character(0),4,54,1,0,26,178,205,27,2,75,16,34,1,257,3,37,3,17,33,0-1,character(0),7,70,2,2,47,247,262,15,4,56,26,41,2,232,0,43,2,9,UK-ULLAF,UK,ULLAF,50,50,100,0,0,0,Kentucky vs Louisiana-Lafayette,character(0),character(0),0,9/5/15,La. Lafayette @ Kentucky,Louisiana-Lafayette-Kentucky09-05-2015,Louisiana-Lafayette,Kentucky,ULLAF,UK,0.2,310456.0,ESPNU
483,09-05-2015CFAKO15,LOU@AU09-05-2015,367,CFAKO15,John O'Neill,Robert Colosimo,Brian Bolinger,Tripp Sutter,Matthew Edwards,Alphonse Terry,Craig Jeffreys,Eric Oliver,Eric Oliver,AU,Auburn,LOU,Louisville,2015-09-05,"Atlanta, Georgia",Georgia Dome,3:40,7:04,3:24,73927,0,,Indoor,0,character(0),1,character(0),31,Jan-00,6,8,80,0,0,41,190,197,7,2,14,11,21,3,137,1,33,0,0,24,0-1,character(0),5,35,3,1,48,238,267,29,3,22,17,33,1,167,0,35,4,20,AU-LOU,AU,LOU,6,50,56,0,0,0,Auburn vs Louisville,6,character(0),0,9/5/15,L'ville @ Auburn,Louisville-Auburn09-05-2015,Louisville,Auburn,LOU,AU,2.4,4027000.0,CBS
488,09-05-2015UTEP905,UTXEP@AR09-05-2015,372,UTEP905,Matt Loelffler,Brent Sowell,Michael Shirey,GA Gus Morris,Tony Josselyn,Bobby Ables,Jesse Dupuy,Chris Snead,Chris Snead,AR,Arkansas,UTXEP,Texas at El Paso,2015-09-05,"Fayetteville, Ark.",DWRRS,2:32 PM,5:35pm,3:03,67708,86,SSE 5mph,partly cloudy,0,character(0),0,character(0),48,Jan-00,18,6,68,0,0,34,182,192,10,2,70,14,20,0,308,4,58,0,0,13,0-1,character(0),2,15,3,2,34,58,111,53,1,20,14,19,1,146,0,36,1,6,AR-UTXEP,AR,UTXEP,18,50,68,0,0,0,Arkansas vs Texas-El Paso (UTEP),18,character(0),0,9/5/15,UTEP @ Arkansas,Texas El Paso-Arkansas09-05-2015,Texas El Paso,Arkansas,UTXEP,AR,0.3,417451.0,ESPNU
490,09-05-2015AC2015,WIS@UA09-05-2015,374,AC2015,Alan Eck,Tab Slaughter,Kelly Deterding,Cal McNeil,Donnie Aultman,Scott Gaines,Anthony Fleming,Chris Tallent,Chris Tallent,UA,Alabama,WIS,Wisconsin,2015-09-05,"Arlington, Texas",AT&T Stadium,7:14 PM,10:37 PM,3:23,64279,72,,indoors,0,character(0),0,Y,35,Jan-00,3,11,120,0,0,37,238,274,36,4,56,22,29,0,264,1,33,3,26,17,0-1,20,5,50,0,0,21,40,64,24,0,25,26,39,1,228,2,23,3,24,UA-WIS,UA,WIS,3,20,23,0,0,0,Alabama vs Wisconsin,3,20,0,9/5/15,Wisconsin @ Alabama ( ABC),Wisconsin-Alabama09-05-2015,Wisconsin,Alabama,WIS,UA,4.3,7967233.0,ABC
491,09-03-2015NC0903,UNC@SCAR09-03-2015,362,NC0903,Jeff Heaser,Mike Wooten,Rich Misner,Joseph Greisser,Jacques Hooper,Mike Cullin,Jerry Hocker,Mitchell Geier,Mitchell Geier,SCAR,South Carolina,UNC,North Carolina,2015-09-03,"Charlotte, NC",Bank of America Sta.,6:01,9:18,3:17,51664,91,N3,Partly Cloudy,0,character(0),1,Y,17,Jan-00,character(0),8,60,2,0,47,254,259,5,1,48,12,27,0,140,1,27,1,2,13,0-1,character(0),6,30,0,0,32,208,226,18,0,44,19,31,3,232,1,40,4,17,SCAR-UNC,SCAR,UNC,50,50,100,0,0,0,South Carolina vs North Carolina,character(0),character(0),0,9/3/15,N. Carolina @ S. Carolina,North Carolina-South Carolina09-03-2015,North Carolina,South Carolina,UNC,SCAR,2.2,3601461.0,ESPN
508,11-29-2014FS1129,UF@FSU11-29-2014,343,FS1129,Jeff Flanagan,Jim Eckl,Hugh Campbell,Matt Fitzgerald,Bryan Platt,Wayne Rundell,Stuart Mullins,character(0),character(0),FSU,Florida State,UF,Florida,2014-11-29,"Tallahassee, FL",Doak Campbell,3:40 PM,7:07,3:27,82485,67,NE 5mph,"0% rain, clear skies",0,character(0),0,character(0),24,Dec-00,3,8,63,2,0,41,181,224,43,0,27,12,24,4,125,2,30,1,8,19,5-Jun,character(0),10,105,1,0,33,113,122,9,0,14,13,32,2,169,1,42,0,0,FSU-UF,FSU,UF,3,50,53,0,0,0,Florida State vs Florida,3,character(0),0,11/29/14,Florida @ Florida State,Florida-Florida State11-29-2014,Florida,Florida State,UF,FSU,3.5,5964410.0,ESPN
510,11-29-2014UL1129,UK@LOU11-29-2014,345,UL1129,M. Curles,J. Hibbett,K. Lewis,J. Langlois,S. Vaughn,B. Ables,R. Rooker,character(0),character(0),LOU,Louisville,UK,Kentucky,2014-11-29,"Louisville, KY",Papa John's Cardinal,12:01PM,3:53PM,3:52,55118,52,SSW-15,Cloudy,0,character(0),0,character(0),44,3-Sep,22,3,15,2,2,39,83,115,32,3,11,22,35,2,389,3,45,3,25,40,7-May,character(0),4,45,1,0,41,151,170,19,2,43,14,29,2,176,0,50,3,15,LOU-UK,LOU,UK,22,50,72,0,0,0,Louisville vs Kentucky,22,character(0),0,11/29/14,Kentucky @ Louisville,Kentucky-Louisville11-29-2014,Kentucky,Louisville,UK,LOU,0.5,808584.0,ESPN2
511,11-29-2014OM-MSU,MS@OM11-29-2014,346,OM-MSU,Tom Ritter,Stan Weihe,Tim Beard,Johnny Crawford,Dax Hill,James Carter,Chuck Russ,character(0),Chris Conley,OM,Mississippi (Ole Miss),MS,Mississippi State,2014-11-29,"Oxford, Miss.",Vaught-Hemingway,2:30p.m.,6:23p.m.,3:54,62058,61,S 7 mph,Cloudy,0,Y,0,character(0),31,3-Sep,18,2,25,1,0,31,205,224,19,3,91,14,31,1,327,1,83,1,5,17,2-Oct,4,4,25,0,0,47,163,191,28,1,23,22,37,0,282,1,53,3,21,MS-OM,MS,OM,18,4,22,0,WEST,0,Mississippi State vs Mississippi (Ole Miss),18,4,0,11/29/14,Miss St. @ Ole Miss,Mississippi State-Mississippi (Ole Miss)11-29-2014,Mississippi State,Mississippi (Ole Miss),MS,OM,3.1,,CBS
517,11-22-2014UT1122,MIZZU@TENN11-22-2014,334,UT1122,Matt Austin,Rodney Lawary,Michael Taylor,Tim Sistrunk,Jimmy Russell,Blake Parks,Bobby Moreau,character(0),Richard Rooker,TENN,Tennessee,MIZZU,Missouri,2014-11-22,"Knoxville, Tenn.",Neyland Stadium,7:37 PM,11:08 PM,3:31,95821,47,SSW 5,Clear,0,Y,0,Y,21,6-May,character(0),5,40,2,1,29,53,102,49,0,21,25,38,1,226,2,31,6,31,29,2-Sep,19,12,82,1,0,45,180,207,27,2,20,12,25,0,230,2,73,3,18,MIZZU-TENN,MIZZU,TENN,50,19,69,EAST,0,0,Missouri vs Tennessee,character(0),19,0,11/22/14,Missouri @ Tennessee,Missouri-Tennessee11-22-2014,Missouri,Tennessee,MIZZU,TENN,1.9,3318393.0,ESPN
518,11-22-2014AR112214,OM@AR11-22-2014,335,AR112214,Matt Loeffler,Brent Sowell,Michael Shirey,Gary Joyroe,Tony Josselyn,Bobby Ables,Jesse Dupuy,character(0),Lee Hedrick,AR,Arkansas,OM,Mississippi (Ole Miss),2014-11-22,"Fayetteville, Ark.",DWRRS,2:39 PM,6:02 PM,3:23,64510,52,S 11 mph,rain,0,Y,0,character(0),30,5-Jun,character(0),6,44,2,1,50,159,188,29,1,23,8,17,0,152,1,33,2,13,0,3-Aug,8,4,20,4,3,33,63,100,37,0,18,18,38,3,253,0,40,2,21,AR-OM,AR,OM,50,8,58,0,WEST,0,Arkansas vs Mississippi (Ole Miss),character(0),8,1,11/22/14,Ole Miss @ Arkansas,Mississippi (Ole Miss)-Arkansas11-22-2014,Mississippi (Ole Miss),Arkansas,OM,AR,2.1,3339000.0,CBS
519,11-22-2014AU11,SAMFORD@AU11-22-2014,336,AU11,David Smith,Jeff Roberson,Paul Petrisko,Randall Kizer,Roy Potts,Wes Booker,M. Williams,character(0),character(0),AU,Auburn,SAMFORD,Samford,2014-11-22,"Auburn, AL",Jordan-Hare,6:03 PM,9:11 PM,3:08,87451,57,E 9 mph,Cloudy,0,character(0),0,Y,31,3-Aug,16,8,76,1,0,47,200,242,42,3,23,13,22,1,186,1,49,3,29,7,4-Jul,character(0),2,16,0,0,38,113,140,27,0,15,15,29,2,125,1,33,2,16,AU-SAMFORD,AU,SAMFORD,16,50,66,0,0,0,Auburn vs Samford,16,character(0),0,11/22/14,Samford @ Auburn,Samford-Auburn11-22-2014,Samford,Auburn,SAMFORD,AU,0.4,818364.0,ESPNU
523,11-15-2014UGA1410,AU@UGA11-15-2014,326,UGA1410,Matt Austin,Rick Lowe,Mickey Bryson,Lane Thomas,Grantis Bell,Blake Parks,Rob Skelton,character(0),character(0),UGA,Georgia,AU,Auburn,2014-11-15,"Athens, Ga.",Sanford Stadium,7:21 PM,10:27 PM,3:06,92746,38,E 3 mph,"Clear, cold",0,Y,0,Y,34,2-Aug,15,6,51,2,0,52,289,300,11,3,31,10,19,0,123,1,27,0,0,7,3-Jul,9,7,78,3,2,35,150,160,10,1,26,15,28,1,142,0,25,1,5,AU-UGA,AU,UGA,15,9,24,0,0,INTER,Auburn vs Georgia,15,9,0,11/15/14,Auburn @ Georgia,Auburn-Georgia11-15-2014,Auburn,Georgia,AU,UGA,2.6,4613243.0,ESPN
525,11-15-2014AR111514,LSU@AR11-15-2014,328,AR111514,Marc Curles,Rodney Lawary,Kirk Lewis,Jay Vines,Scott Vaughan,Jabir Walker,Richard Rooker,character(0),Matt Hollifield,AR,Arkansas,LSU,LSU,2014-11-15,"Fayetteville, Ark.",DWRRS,7:07,10:04,2:57,70165,33,SSE 3mph,cloudy,0,Y,0,Y,17,5-May,character(0),4,43,2,0,38,95,116,21,2,11,16,27,0,169,0,29,1,7,0,4-Jul,20,3,20,2,1,32,36,101,65,0,13,12,22,0,87,0,14,4,36,AR-LSU,AR,LSU,50,20,70,0,WEST,0,Arkansas vs LSU,character(0),20,0,11/15/14,LSU @ Arkansas,LSU-Arkansas11-15-2014,LSU,Arkansas,LSU,AR,1.1,1844887.0,ESPN2
